FlightDate,IATA_CODE_Reporting_Airline,flight_number,Tail_Number,Origin,OriginCityName,Dest,route,CRSDepTime,scheduled_departure_hour,scheduled_departure_bucket,DepTime,DepDelay,DepDelayMinutes,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,Distance
2024-04-14,DL,DL1273.0,N893AT,MCI,"Kansas City, MO",MSP,MCI→MSP,1044,10,late_morning,1035.0,-9.0,0.0,1208,1154.0,-14.0,0.0,False,,False,84.0,79.0,393.0
2024-04-14,DL,DL2561.0,N981AT,MCI,"Kansas City, MO",MSP,MCI→MSP,1510,15,afternoon,1501.0,-9.0,0.0,1637,1624.0,-13.0,0.0,False,,False,87.0,83.0,393.0
2024-04-14,DL,DL2572.0,N949AT,MCI,"Kansas City, MO",MSP,MCI→MSP,604,6,early_morning,559.0,-5.0,0.0,728,720.0,-8.0,0.0,False,,False,84.0,81.0,393.0
2024-04-14,WN,WN6155.0,N269WN,MCI,"Kansas City, MO",MSP,MCI→MSP,1125,11,late_morning,1124.0,-1.0,0.0,1250,1238.0,-12.0,0.0,False,,False,85.0,74.0,393.0
2024-04-14,DL,DL1177.0,N107DN,MCO,"Orlando, FL",MSP,MCO→MSP,2135,21,night,2150.0,15.0,15.0,12,24.0,12.0,12.0,False,,False,217.0,214.0,1310.0
2024-04-14,DL,DL1208.0,N585NW,MCO,"Orlando, FL",MSP,MCO→MSP,700,7,early_morning,658.0,-2.0,0.0,930,931.0,1.0,1.0,False,,False,210.0,213.0,1310.0
2024-04-14,DL,DL1312.0,N110DX,MCO,"Orlando, FL",MSP,MCO→MSP,1425,14,afternoon,1443.0,18.0,18.0,1700,1717.0,17.0,17.0,False,,False,215.0,214.0,1310.0
2024-04-14,DL,DL1428.0,N585NW,MCO,"Orlando, FL",MSP,MCO→MSP,1630,16,evening,1630.0,0.0,0.0,1908,1904.0,-4.0,0.0,False,,False,218.0,214.0,1310.0
2024-04-14,DL,DL2621.0,N327DN,MCO,"Orlando, FL",MSP,MCO→MSP,1115,11,late_morning,1111.0,-4.0,0.0,1349,1351.0,2.0,2.0,False,,False,214.0,220.0,1310.0
2024-04-14,DL,DL878.0,N582NW,MCO,"Orlando, FL",MSP,MCO→MSP,1825,18,evening,1839.0,14.0,14.0,2057,2116.0,19.0,19.0,False,,False,212.0,217.0,1310.0
2024-04-14,F9,F91615.0,N303FR,MCO,"Orlando, FL",MSP,MCO→MSP,636,6,early_morning,647.0,11.0,11.0,923,925.0,2.0,2.0,False,,False,227.0,218.0,1310.0
2024-04-14,F9,F91805.0,N639FR,MCO,"Orlando, FL",MSP,MCO→MSP,1530,15,afternoon,1535.0,5.0,5.0,1818,1809.0,-9.0,0.0,False,,False,228.0,214.0,1310.0
2024-04-14,OO,OO4034.0,N310SY,MDW,"Chicago, IL",MSP,MDW→MSP,630,6,early_morning,626.0,-4.0,0.0,808,751.0,-17.0,0.0,False,,False,98.0,85.0,349.0
2024-04-14,OO,OO4070.0,N312SY,MDW,"Chicago, IL",MSP,MDW→MSP,1120,11,late_morning,1113.0,-7.0,0.0,1300,1228.0,-32.0,0.0,False,,False,100.0,75.0,349.0
2024-04-14,OO,OO4078.0,N607CZ,MDW,"Chicago, IL",MSP,MDW→MSP,1705,17,evening,1659.0,-6.0,0.0,1845,1828.0,-17.0,0.0,False,,False,100.0,89.0,349.0
2024-04-14,WN,WN1142.0,N7826B,MDW,"Chicago, IL",MSP,MDW→MSP,625,6,early_morning,617.0,-8.0,0.0,755,726.0,-29.0,0.0,False,,False,90.0,69.0,349.0
2024-04-14,WN,WN2872.0,N8583Z,MDW,"Chicago, IL",MSP,MDW→MSP,1515,15,afternoon,1518.0,3.0,3.0,1640,1631.0,-9.0,0.0,False,,False,85.0,73.0,349.0
2024-04-14,WN,WN4985.0,N8606C,MDW,"Chicago, IL",MSP,MDW→MSP,945,9,late_morning,940.0,-5.0,0.0,1110,1053.0,-17.0,0.0,False,,False,85.0,73.0,349.0
2024-04-14,WN,WN5545.0,N8638A,MDW,"Chicago, IL",MSP,MDW→MSP,2250,22,night,2303.0,13.0,13.0,15,18.0,3.0,3.0,False,,False,85.0,75.0,349.0
2024-04-14,WN,WN5710.0,N791SW,MDW,"Chicago, IL",MSP,MDW→MSP,1955,19,evening,2038.0,43.0,43.0,2120,2152.0,32.0,32.0,False,,False,85.0,74.0,349.0
2024-04-14,DL,DL892.0,N957AT,MEM,"Memphis, TN",MSP,MEM→MSP,1831,18,evening,1821.0,-10.0,0.0,2039,2018.0,-21.0,0.0,False,,False,128.0,117.0,700.0
2024-04-14,DL,DL898.0,N970AT,MEM,"Memphis, TN",MSP,MEM→MSP,600,6,early_morning,1148.0,348.0,348.0,803,1348.0,345.0,345.0,False,,False,123.0,120.0,700.0
2024-04-14,OO,OO4175.0,N315SY,MEM,"Memphis, TN",MSP,MEM→MSP,1220,12,afternoon,1220.0,0.0,0.0,1434,1436.0,2.0,2.0,False,,False,134.0,136.0,700.0
2024-04-14,AA,AA1690.0,N960NN,MIA,"Miami, FL",MSP,MIA→MSP,2104,21,night,2101.0,-3.0,0.0,2359,2340.0,-19.0,0.0,False,,False,235.0,219.0,1501.0
2024-04-14,DL,DL1293.0,N829DN,MIA,"Miami, FL",MSP,MIA→MSP,1456,14,afternoon,1455.0,-1.0,0.0,1748,1757.0,9.0,9.0,False,,False,232.0,242.0,1501.0
2024-04-14,DL,DL1565.0,N856DN,MIA,"Miami, FL",MSP,MIA→MSP,600,6,early_morning,553.0,-7.0,0.0,851,850.0,-1.0,0.0,False,,False,231.0,237.0,1501.0
2024-04-14,DL,DL1078.0,N980AT,MKE,"Milwaukee, WI",MSP,MKE→MSP,1058,10,late_morning,1144.0,46.0,46.0,1213,1248.0,35.0,35.0,False,,False,75.0,64.0,297.0
2024-04-14,DL,DL1647.0,N304DU,MKE,"Milwaukee, WI",MSP,MKE→MSP,700,7,early_morning,654.0,-6.0,0.0,819,805.0,-14.0,0.0,False,,False,79.0,71.0,297.0
2024-04-14,DL,DL2949.0,N343NW,MKE,"Milwaukee, WI",MSP,MKE→MSP,1738,17,evening,1731.0,-7.0,0.0,1858,1839.0,-19.0,0.0,False,,False,80.0,68.0,297.0
2024-04-14,DL,DL2955.0,N374NW,MKE,"Milwaukee, WI",MSP,MKE→MSP,1500,15,afternoon,1457.0,-3.0,0.0,1620,1605.0,-15.0,0.0,False,,False,80.0,68.0,297.0
2024-04-14,OO,OO3773.0,N322SY,MOT,"Minot, ND",MSP,MOT→MSP,1736,17,evening,1728.0,-8.0,0.0,1914,1850.0,-24.0,0.0,False,,False,98.0,82.0,449.0
2024-04-14,OO,OO3778.0,N322SY,MOT,"Minot, ND",MSP,MOT→MSP,1300,13,afternoon,1244.0,-16.0,0.0,1431,1404.0,-27.0,0.0,False,,False,91.0,80.0,449.0
2024-04-14,OO,OO3817.0,N312SY,MOT,"Minot, ND",MSP,MOT→MSP,611,6,early_morning,558.0,-13.0,0.0,750,729.0,-21.0,0.0,False,,False,99.0,91.0,449.0
2024-04-14,DL,DL2699.0,N865DN,MSN,"Madison, WI",MSP,MSN→MSP,630,6,early_morning,625.0,-5.0,0.0,743,718.0,-25.0,0.0,False,,False,73.0,53.0,228.0
2024-04-14,OO,OO4005.0,N306SY,MSN,"Madison, WI",MSP,MSN→MSP,1540,15,afternoon,1533.0,-7.0,0.0,1655,1636.0,-19.0,0.0,False,,False,75.0,63.0,228.0
2024-04-14,OO,OO4114.0,N741EV,MSN,"Madison, WI",MSP,MSN→MSP,1747,17,evening,1743.0,-4.0,0.0,1903,1846.0,-17.0,0.0,False,,False,76.0,63.0,228.0
